36;6;19;El kell végezni a szervizelést;Ady Endre utca 65;6652;elvégezve;alacsony;2022.04.30 0:00;2022.05.14 0:00;szerviz;18;2022.05.14 0:00
37;7;19;El kell végezni a leszerelést;Ady Endre utca 65;6652;elvégezve;közepes;2022.05.28 0:00;2022.06.11 0:00;leszerelés;20;2022.06.11 0:00
38;8;20;El kell végezni a telepítést;Virág utca 24;6090;elvégezve;alacsony;2025.02.24 0:00;2025.03.10 0:00;telepítés;13;2025.03.10 0:00
39;11;20;El kell végezni a leszerelést;Virág utca 24;6090;elvégezve;magas;2025.03.24 0:00;2025.04.07 0:00;leszerelés;15;2025.04.07 0:00
40;4;21;El kell végezni a telepítést;Petőfi utca 38;11538;elvégezve;alacsony;2022.11.09 0:00;2022.11.23 0:00;telepítés;12;2022.11.23 0:00
41;11;21;El kell végezni a szervizelést;Petőfi utca 38;11538;elvégezve;alacsony;2022.12.07 0:00;2022.12.21 0:00;szerviz;13;2022.12.21 0:00
42;6;21;El kell végezni a leszerelést;Petőfi utca 38;11538;elvégezve;közepes;2023.01.04 0:00;2023.01.18 0:00;leszerelés;14;2023.01.18 0:00
43;3;22;El kell végezni a telepítést;Hunyadi utca 82;4865;elvégezve;alacsony;2022.05.03 0:00;2022.05.17 0:00;telepítés;20;2022.05.17 0:00
44;7;23;El kell végezni a telepítést;Alkotmány utca 69;9989;elvégezve;közepes;2023.12.02 0:00;2023.12.16 0:00;telepítés;12;2023.12.16 0:00
45;7;24;El kell végezni a telepítést;Árpád utca 58;2844;elvégezve;közepes;2019.08.31 0:00;2019.09.14 0:00;telepítés;13;2019.09.14 0:00
46;1;25;El kell végezni a telepítést;Deák Ferenc utca 9;3965;elvégezve;közepes;2023.05.13 0:00;2023.05.27 0:00;telepítés;17;2023.05.27 0:00
47;4;25;El kell végezni a szervizelést;Deák Ferenc utca 9;3965;elvégezve;magas;2023.06.10 0:00;2023.06.24 0:00;szerviz;14;2023.06.24 0:00
48;3;26;El kell végezni a telepítést;Széchenyi utca 61;10525;elvégezve;közepes;2025.04.01 0:00;2025.04.15 0:00;telepítés;14;2025.04.15 0:00
49;6;27;El kell végezni a telepítést;Honvéd utca 51;18626;elvégezve;magas;2023.01.02 0:00;2023.01.16 0:00;telepítés;13;2023.01.16 0:00
50;8;27;El kell végezni a szervizelést;Honvéd utca 51;18626;elvégezve;magas;2023.01.30 0:00;2023.02.13 0:00;szerviz;19;2023.02.13 0:00
51;10;27;El kell végezni a szervizelést;Honvéd utca 51;18626;elvégezve;közepes;2023.02.27 0:00;2023.03.13 0:00;szerviz;14;2023.03.13 0:00
52;1;28;El kell végezni a telepítést;Zrínyi utca 41;11976;elvégezve;magas;2024.04.22 0:00;2024.05.06 0:00;telepítés;13;2024.05.06 0:00
53;9;28;El kell végezni a szervizelést;Zrínyi utca 41;11976;elvégezve;magas;2024.05.20 0:00;2024.06.03 0:00;szerviz;19;2024.06.03 0:00
54;11;29;El kell végezni a telepítést;Hunyadi utca 45;19936;elvégezve;közepes;2018.08.03 0:00;2018.08.17 0:00;telepítés;15;2018.08.17 0:00
55;10;29;El kell végezni a szervizelést;Hunyadi utca 45;19936;elvégezve;alacsony;2018.08.31 0:00;2018.09.14 0:00;szerviz;19;2018.09.14 0:00
56;2;29;El kell végezni a szervizelést;Hunyadi utca 45;19936;elvégezve;magas;2018.09.28 0:00;2018.10.12 0:00;szerviz;19;2018.10.12 0:00
57;9;30;El kell végezni a telepítést;Temető utca 43;12353;elvégezve;közepes;2024.09.02 0:00;2024.09.16 0:00;telepítés;17;2024.09.16 0:00
58;3;30;El kell végezni a leszerelést;Temető utca 43;12353;elvégezve;magas;2024.09.30 0:00;2024.10.14 0:00;leszerelés;12;2024.10.14 0:00
59;8;31;El kell végezni a telepítést;Rózsa utca 40;19800;elvégezve;közepes;2017.06.27 0:00;2017.07.11 0:00;telepítés;16;2017.07.11 0:00
60;1;32;El kell végezni a telepítést;Bem utca 74;17720;elvégezve;magas;2023.05.26 0:00;2023.06.09 0:00;telepítés;17;2023.06.09 0:00
61;11;32;El kell végezni a szervizelést;Bem utca 74;17720;elvégezve;alacsony;2023.06.23 0:00;2023.07.07 0:00;szerviz;18;2023.07.07 0:00
62;10;32;El kell végezni a szervizelést;Bem utca 74;17720;elvégezve;magas;2023.07.21 0:00;2023.08.04 0:00;szerviz;19;2023.08.04 0:00
63;8;33;El kell végezni a telepítést;Jázmin utca 24;9201;elvégezve;magas;2024.04.09 0:00;2024.04.23 0:00;telepítés;14;2024.04.23 0:00
64;4;33;El kell végezni a szervizelést;Jázmin utca 24;9201;elvégezve;magas;2024.05.07 0:00;2024.05.21 0:00;szerviz;20;2024.05.21 0:00
65;8;33;El kell végezni a szervizelést;Jázmin utca 24;9201;elvégezve;közepes;2024.06.04 0:00;2024.06.18 0:00;szerviz;16;2024.06.18 0:00
66;10;34;El kell végezni a telepítést;Kossuth utca 4;10729;elvégezve;közepes;2021.04.19 0:00;2021.05.03 0:00;telepítés;14;2021.05.03 0:00
67;7;34;El kell végezni a szervizelést;Kossuth utca 4;10729;elvégezve;közepes;2021.05.17 0:00;2021.05.31 0:00;szerviz;19;2021.05.31 0:00
68;11;34;El kell végezni a leszerelést;Kossuth utca 4;10729;elvégezve;közepes;2021.06.14 0:00;2021.06.28 0:00;leszerelés;20;2021.06.28 0:00
69;6;35;El kell végezni a telepítést;Táncsics Mihály utca 8;17459;elvégezve;magas;2019.11.03 0:00;2019.11.17 0:00;telepítés;12;2019.11.17 0:00
70;1;35;El kell végezni a szervizelést;Táncsics Mihály utca 8;17459;elvégezve;alacsony;2019.12.01 0:00;2019.12.15 0:00;szerviz;20;2019.12.15 0:00
71;6;35;El kell végezni a szervizelést;Táncsics Mihály utca 8;17459;elvégezve;alacsony;2019.12.29 0:00;2020.01.12 0:00;szerviz;18;2020.01.12 0:00
72;4;36;El kell végezni a telepítést;Virág utca 41;10386;elvégezve;közepes;2019.09.21 0:00;2019.10.05 0:00;telepítés;18;2019.10.05 0:00
73;6;36;El kell végezni a leszerelést;Virág utca 41;10386;elvégezve;magas;2019.10.19 0:00;2019.11.02 0:00;leszerelés;15;2019.11.02 0:00
74;10;37;El kell végezni a telepítést;Hársfa utca 88;15374;elvégezve;alacsony;2023.03.22 0:00;2023.04.05 0:00;telepítés;20;2023.04.05 0:00
75;1;38;El kell végezni a telepítést;Rákóczi utca 51;7764;elvégezve;alacsony;2019.11.19 0:00;2019.12.03 0:00;telepítés;20;2019.12.03 0:00
76;5;38;El kell végezni a szervizelést;Rákóczi utca 51;7764;elvégezve;alacsony;2019.12.17 0:00;2019.12.31 0:00;szerviz;14;2019.12.31 0:00
77;4;38;El kell végezni a szervizelést;Rákóczi utca 51;7764;elvégezve;magas;2020.01.14 0:00;2020.01.28 0:00;szerviz;14;2020.01.28 0:00
78;1;39;El kell végezni a telepítést;Vörösmarty utca 59;10223;elvégezve;alacsony;2024.09.09 0:00;2024.09.23 0:00;telepítés;20;2024.09.23 0:00
79;2;39;El kell végezni a szervizelést;Vörösmarty utca 59;10223;elvégezve;magas;2024.10.07 0:00;2024.10.21 0:00;szerviz;12;2024.10.21 0:00
80;1;39;El kell végezni a szervizelést;Vörösmarty utca 59;10223;elvégezve;közepes;2024.11.04 0:00;2024.11.18 0:00;szerviz;20;2024.11.18 0:00
81;10;40;El kell végezni a telepítést;Táncsics Mihály utca 51;7757;elvégezve;magas;2024.02.20 0:00;2024.03.05 0:00;telepítés;17;2024.03.05 0:00
82;9;40;El kell végezni a szervizelést;Táncsics Mihály utca 51;7757;elvégezve;magas;2024.03.19 0:00;2024.04.02 0:00;szerviz;15;2024.04.02 0:00
83;9;41;El kell végezni a telepítést;Ady Endre utca 84;13062;elvégezve;magas;2025.04.04 0:00;2025.04.18 0:00;telepítés;13;2025.04.18 0:00
84;3;41;El kell végezni a szervizelést;Ady Endre utca 84;13062;új;magas;2025.05.02 0:00;;szerviz;0;2025.05.16 0:00
85;1;42;El kell végezni a telepítést;Templom utca 62;9956;elvégezve;közepes;2019.06.24 0:00;2019.07.08 0:00;telepítés;19;2019.07.08 0:00
86;8;42;El kell végezni a szervizelést;Templom utca 62;9956;elvégezve;közepes;2019.07.22 0:00;2019.08.05 0:00;szerviz;12;2019.08.05 0:00
87;10;42;El kell végezni a leszerelést;Templom utca 62;9956;elvégezve;alacsony;2019.08.19 0:00;2019.09.02 0:00;leszerelés;16;2019.09.02 0:00
88;7;43;El kell végezni a telepítést;Nyár utca 45;19843;elvégezve;alacsony;2025.01.05 0:00;2025.01.19 0:00;telepítés;19;2025.01.19 0:00
89;10;43;El kell végezni a szervizelést;Nyár utca 45;19843;elvégezve;közepes;2025.02.02 0:00;2025.02.16 0:00;szerviz;18;2025.02.16 0:00
90;11;44;El kell végezni a telepítést;Nyár utca 40;8949;elvégezve;magas;2021.05.11 0:00;2021.05.25 0:00;telepítés;14;2021.05.25 0:00
91;7;44;El kell végezni a szervizelést;Nyár utca 40;8949;elvégezve;magas;2021.06.08 0:00;2021.06.22 0:00;szerviz;13;2021.06.22 0:00
92;4;44;El kell végezni a leszerelést;Nyár utca 40;8949;elvégezve;közepes;2021.07.06 0:00;2021.07.20 0:00;leszerelés;19;2021.07.20 0:00
93;9;45;El kell végezni a telepítést;Rózsa utca 22;13725;elvégezve;magas;2018.11.08 0:00;2018.11.22 0:00;telepítés;18;2018.11.22 0:00
94;10;46;El kell végezni a telepítést;Szőlő utca 79;8606;elvégezve;közepes;2024.04.20 0:00;2024.05.04 0:00;telepítés;18;2024.05.04 0:00
95;6;47;El kell végezni a telepítést;Iskola utca 28;15358;elvégezve;közepes;2020.11.17 0:00;2020.12.01 0:00;telepítés;14;2020.12.01 0:00
96;7;48;El kell végezni a telepítést;Templom utca 92;1508;elvégezve;alacsony;2023.05.02 0:00;2023.05.16 0:00;telepítés;13;2023.05.16 0:00
97;4;48;El kell végezni a szervizelést;Templom utca 92;1508;elvégezve;alacsony;2023.05.30 0:00;2023.06.13 0:00;szerviz;13;2023.06.13 0:00
98;2;48;El kell végezni a leszerelést;Templom utca 92;1508;elvégezve;alacsony;2023.06.27 0:00;2023.07.11 0:00;leszerelés;18;2023.07.11 0:00
99;7;49;El kell végezni a telepítést;Új utca 6;8811;elvégezve;közepes;2022.03.14 0:00;2022.03.28 0:00;telepítés;14;2022.03.28 0:00
100;5;49;El kell végezni a szervizelést;Új utca 6;8811;elvégezve;alacsony;2022.04.11 0:00;2022.04.25 0:00;szerviz;16;2022.04.25 0:00
101;2;50;El kell végezni a telepítést;Ady Endre utca 87;4157;elvégezve;alacsony;2025.01.14 0:00;2025.01.28 0:00;telepítés;17;2025.01.28 0:00
102;4;50;El kell végezni a leszerelést;Ady Endre utca 87;4157;elvégezve;magas;2025.02.11 0:00;2025.02.25 0:00;leszerelés;18;2025.02.25 0:00
103;6;51;El kell végezni a telepítést;Kossuth tér 94;9255;elvégezve;közepes;2021.02.14 0:00;2021.02.28 0:00;telepítés;12;2021.02.28 0:00
104;6;52;El kell végezni a telepítést;Dózsa György utca 95;16290;elvégezve;közepes;2019.12.16 0:00;2019.12.30 0:00;telepítés;20;2019.12.30 0:00
105;5;52;El kell végezni a szervizelést;Dózsa György utca 95;16290;elvégezve;magas;2020.01.13 0:00;2020.01.27 0:00;szerviz;12;2020.01.27 0:00
106;8;53;El kell végezni a telepítést;Alkotmány utca 97;19091;elvégezve;alacsony;2020.08.31 0:00;2020.09.14 0:00;telepítés;15;2020.09.14 0:00
107;8;53;El kell végezni a szervizelést;Alkotmány utca 97;19091;elvégezve;magas;2020.09.28 0:00;2020.10.12 0:00;szerviz;13;2020.10.12 0:00
108;9;54;El kell végezni a telepítést;Zrínyi utca 86;5394;elvégezve;alacsony;2025.03.25 0:00;2025.04.08 0:00;telepítés;20;2025.04.08 0:00
109;11;54;El kell végezni a szervizelést;Zrínyi utca 86;5394;új;alacsony;2025.04.22 0:00;;szerviz;0;2025.05.06 0:00
110;2;55;El kell végezni a telepítést;Kossuth utca 95;606;elvégezve;közepes;2024.02.26 0:00;2024.03.11 0:00;telepítés;16;2024.03.11 0:00
111;8;55;El kell végezni a szervizelést;Kossuth utca 95;606;elvégezve;magas;2024.03.25 0:00;2024.04.08 0:00;szerviz;14;2024.04.08 0:00
112;5;55;El kell végezni a szervizelést;Kossuth utca 95;606;elvégezve;magas;2024.04.22 0:00;2024.05.06 0:00;szerviz;17;2024.05.06 0:00
113;10;56;El kell végezni a telepítést;Virág utca 27;1843;elvégezve;alacsony;2024.06.13 0:00;2024.06.27 0:00;telepítés;20;2024.06.27 0:00
114;5;56;El kell végezni a leszerelést;Virág utca 27;1843;elvégezve;magas;2024.07.11 0:00;2024.07.25 0:00;leszerelés;18;2024.07.25 0:00
115;10;57;El kell végezni a telepítést;Táncsics Mihály utca 57;12582;elvégezve;közepes;2024.02.28 0:00;2024.03.13 0:00;telepítés;15;2024.03.13 0:00
116;1;57;El kell végezni a leszerelést;Táncsics Mihály utca 57;12582;elvégezve;alacsony;2024.03.27 0:00;2024.04.10 0:00;leszerelés;12;2024.04.10 0:00
117;9;58;El kell végezni a telepítést;Petőfi utca 2;18793;elvégezve;közepes;2024.06.27 0:00;2024.07.11 0:00;telepítés;19;2024.07.11 0:00
118;6;59;El kell végezni a telepítést;Rét utca 71;15102;elvégezve;közepes;2020.08.23 0:00;2020.09.06 0:00;telepítés;13;2020.09.06 0:00
119;4;59;El kell végezni a szervizelést;Rét utca 71;15102;elvégezve;alacsony;2020.09.20 0:00;2020.10.04 0:00;szerviz;19;2020.10.04 0:00
120;11;60;El kell végezni a telepítést;Sport utca 1;1880;elvégezve;magas;2022.09.20 0:00;2022.10.04 0:00;telepítés;17;2022.10.04 0:00
121;1;60;El kell végezni a szervizelést;Sport utca 1;1880;elvégezve;magas;2022.10.18 0:00;2022.11.01 0:00;szerviz;18;2022.11.01 0:00
122;4;60;El kell végezni a leszerelést;Sport utca 1;1880;elvégezve;alacsony;2022.11.15 0:00;2022.11.29 0:00;leszerelés;13;2022.11.29 0:00
123;4;61;El kell végezni a telepítést;Munkás utca 1;18212;elvégezve;közepes;2024.08.19 0:00;2024.09.02 0:00;telepítés;17;2024.09.02 0:00
124;11;61;El kell végezni a leszerelést;Munkás utca 1;18212;elvégezve;magas;2024.09.16 0:00;2024.09.30 0:00;leszerelés;20;2024.09.30 0:00
125;2;62;El kell végezni a telepítést;Kert utca 39;5144;elvégezve;magas;2024.05.26 0:00;2024.06.09 0:00;telepítés;12;2024.06.09 0:00
126;1;63;El kell végezni a telepítést;Rákóczi utca 15;12468;elvégezve;alacsony;2024.08.07 0:00;2024.08.21 0:00;telepítés;17;2024.08.21 0:00
127;11;64;El kell végezni a telepítést;Béke utca 83;11330;elvégezve;közepes;2023.03.25 0:00;2023.04.08 0:00;telepítés;16;2023.04.08 0:00
128;10;64;El kell végezni a szervizelést;Béke utca 83;11330;elvégezve;közepes;2023.04.22 0:00;2023.05.06 0:00;szerviz;12;2023.05.06 0:00
129;3;64;El kell végezni a leszerelést;Béke utca 83;11330;elvégezve;magas;2023.05.20 0:00;2023.06.03 0:00;leszerelés;12;2023.06.03 0:00
130;8;65;El kell végezni a telepítést;Béke utca 87;9147;elvégezve;magas;2022.06.22 0:00;2022.07.06 0:00;telepítés;17;2022.07.06 0:00
131;8;65;El kell végezni a szervizelést;Béke utca 87;9147;elvégezve;magas;2022.07.20 0:00;2022.08.03 0:00;szerviz;13;2022.08.03 0:00
132;11;66;El kell végezni a telepítést;Nyár utca 57;3863;elvégezve;közepes;2025.01.24 0:00;2025.02.07 0:00;telepítés;12;2025.02.07 0:00
133;2;67;El kell végezni a telepítést;Kossuth utca 54;8613;elvégezve;alacsony;2022.06.23 0:00;2022.07.07 0:00;telepítés;18;2022.07.07 0:00
134;2;68;El kell végezni a telepítést;Szent István utca 70;4057;elvégezve;magas;2019.11.03 0:00;2019.11.17 0:00;telepítés;19;2019.11.17 0:00
135;3;69;El kell végezni a telepítést;Jázmin utca 63;19872;elvégezve;magas;2018.01.16 0:00;2018.01.30 0:00;telepítés;17;2018.01.30 0:00
136;9;70;El kell végezni a telepítést;Kossuth utca 75;7258;elvégezve;közepes;2024.08.10 0:00;2024.08.24 0:00;telepítés;14;2024.08.24 0:00
137;3;70;El kell végezni a szervizelést;Kossuth utca 75;7258;elvégezve;közepes;2024.09.07 0:00;2024.09.21 0:00;szerviz;14;2024.09.21 0:00
138;7;70;El kell végezni a leszerelést;Kossuth utca 75;7258;elvégezve;közepes;2024.10.05 0:00;2024.10.19 0:00;leszerelés;15;2024.10.19 0:00
139;3;71;El kell végezni a telepítést;Honvéd utca 66;18537;elvégezve;közepes;2023.02.11 0:00;2023.02.25 0:00;telepítés;19;2023.02.25 0:00
140;8;72;El kell végezni a telepítést;Szőlő utca 28;11987;elvégezve;közepes;2024.12.03 0:00;2024.12.17 0:00;telepítés;16;2024.12.17 0:00
141;10;73;El kell végezni a telepítést;Béke utca 66;6870;elvégezve;magas;2020.06.09 0:00;2020.06.23 0:00;telepítés;15;2020.06.23 0:00
142;1;73;El kell végezni a szervizelést;Béke utca 66;6870;elvégezve;közepes;2020.07.07 0:00;2020.07.21 0:00;szerviz;19;2020.07.21 0:00
143;2;73;El kell végezni a leszerelést;Béke utca 66;6870;elvégezve;magas;2020.08.04 0:00;2020.08.18 0:00;leszerelés;15;2020.08.18 0:00
144;11;74;El kell végezni a telepítést;Új utca 89;14371;elvégezve;közepes;2024.06.08 0:00;2024.06.22 0:00;telepítés;16;2024.06.22 0:00
145;4;74;El kell végezni a szervizelést;Új utca 89;14371;elvégezve;alacsony;2024.07.06 0:00;2024.07.20 0:00;szerviz;18;2024.07.20 0:00
146;4;74;El kell végezni a leszerelést;Új utca 89;14371;elvégezve;magas;2024.08.03 0:00;2024.08.17 0:00;leszerelés;18;2024.08.17 0:00
147;4;75;El kell végezni a telepítést;Rákóczi tér 57;5236;elvégezve;magas;2019.12.19 0:00;2020.01.02 0:00;telepítés;13;2020.01.02 0:00
148;7;75;El kell végezni a leszerelést;Rákóczi tér 57;5236;elvégezve;alacsony;2020.01.16 0:00;2020.01.30 0:00;leszerelés;14;2020.01.30 0:00
149;8;76;El kell végezni a telepítést;Erkel Ferenc utca 43;3875;elvégezve;alacsony;2018.11.20 0:00;2018.12.04 0:00;telepítés;19;2018.12.04 0:00
150;11;77;El kell végezni a telepítést;Jázmin utca 47;11591;elvégezve;alacsony;2025.03.24 0:00;2025.04.07 0:00;telepítés;19;2025.04.07 0:00
151;1;77;El kell végezni a szervizelést;Jázmin utca 47;11591;új;magas;2025.04.21 0:00;;szerviz;0;2025.05.05 0:00
152;1;77;El kell végezni a szervizelést;Jázmin utca 47;11591;új;közepes;2025.05.19 0:00;;szerviz;0;2025.06.02 0:00
153;7;78;El kell végezni a telepítést;Orgona utca 77;4217;elvégezve;közepes;2020.12.27 0:00;2021.01.10 0:00;telepítés;12;2021.01.10 0:00
154;2;78;El kell végezni a szervizelést;Orgona utca 77;4217;elvégezve;alacsony;2021.01.24 0:00;2021.02.07 0:00;szerviz;18;2021.02.07 0:00
155;7;78;El kell végezni a leszerelést;Orgona utca 77;4217;elvégezve;alacsony;2021.02.21 0:00;2021.03.07 0:00;leszerelés;20;2021.03.07 0:00
156;3;79;El kell végezni a telepítést;Honvéd utca 39;4011;elvégezve;magas;2018.01.10 0:00;2018.01.24 0:00;telepítés;16;2018.01.24 0:00
157;5;79;El kell végezni a szervizelést;Honvéd utca 39;4011;elvégezve;közepes;2018.02.07 0:00;2018.02.21 0:00;szerviz;13;2018.02.21 0:00
158;2;80;El kell végezni a telepítést;Zrínyi utca 46;1961;elvégezve;közepes;2019.02.14 0:00;2019.02.28 0:00;telepítés;15;2019.02.28 0:00
159;4;81;El kell végezni a telepítést;Templom utca 38;4542;elvégezve;magas;2023.05.24 0:00;2023.06.07 0:00;telepítés;13;2023.06.07 0:00
160;3;82;El kell végezni a telepítést;Orgona utca 49;18638;elvégezve;alacsony;2022.04.26 0:00;2022.05.10 0:00;telepítés;20;2022.05.10 0:00
161;11;83;El kell végezni a telepítést;Hegyalja utca 42;1367;elvégezve;alacsony;2023.05.15 0:00;2023.05.29 0:00;telepítés;19;2023.05.29 0:00
162;2;83;El kell végezni a leszerelést;Hegyalja utca 42;1367;elvégezve;magas;2023.06.12 0:00;2023.06.26 0:00;leszerelés;19;2023.06.26 0:00
163;7;84;El kell végezni a telepítést;Munkás utca 74;13528;elvégezve;magas;2020.01.30 0:00;2020.02.13 0:00;telepítés;12;2020.02.13 0:00
164;3;85;El kell végezni a telepítést;Közép utca 76;3336;elvégezve;közepes;2022.04.03 0:00;2022.04.17 0:00;telepítés;18;2022.04.17 0:00
165;6;86;El kell végezni a telepítést;Petőfi utca 60;6886;elvégezve;magas;2024.08.22 0:00;2024.09.05 0:00;telepítés;16;2024.09.05 0:00
166;7;87;El kell végezni a telepítést;Táncsics Mihály utca 82;12792;elvégezve;közepes;2025.03.14 0:00;2025.03.28 0:00;telepítés;19;2025.03.28 0:00
167;5;87;El kell végezni a szervizelést;Táncsics Mihály utca 82;12792;új;közepes;2025.04.11 0:00;;szerviz;0;2025.04.25 0:00
168;4;87;El kell végezni a leszerelést;Táncsics Mihály utca 82;12792;új;magas;2025.05.09 0:00;;leszerelés;0;2025.05.23 0:00
169;7;88;El kell végezni a telepítést;Tavasz utca 58;14620;elvégezve;alacsony;2019.10.31 0:00;2019.11.14 0:00;telepítés;19;2019.11.14 0:00
170;6;89;El kell végezni a telepítést;Ady Endre utca 32;13569;elvégezve;közepes;2023.12.16 0:00;2023.12.30 0:00;telepítés;15;2023.12.30 0:00
171;7;89;El kell végezni a szervizelést;Ady Endre utca 32;13569;elvégezve;magas;2024.01.13 0:00;2024.01.27 0:00;szerviz;18;2024.01.27 0:00
172;8;90;El kell végezni a telepítést;Vasút utca 2;3894;elvégezve;közepes;2024.11.30 0:00;2024.12.14 0:00;telepítés;13;2024.12.14 0:00
