49;Bernadett;Sipos;bsipos49@gmail.com;36595963592;Szekszárd;Szabadság utca 9;2002.01.31 0:00;2023.12.24 0:00;2023.12.24 0:00;aktív;15633;jelszo
50;István;Váradi;ivaradi50@gmail.com;36919983537;Pilisszentiván;Rét utca 21;1989.07.06 0:00;2020.05.14 0:00;2020.05.14 0:00;aktív;13890;jelszo
51;Zsuzsanna;Simon;zsimon51@gmail.com;36842375861;Hajdúszoboszló;Sport utca 14;1981.12.25 0:00;2018.10.29 0:00;2018.10.29 0:00;inaktív;5063;jelszo
52;Ágnes;Szőke;aszoke52@gmail.com;36273489721;Ráckeve;Hársfa utca 65;1960.01.13 0:00;2017.07.22 0:00;2017.07.22 0:00;aktív;8487;jelszo
53;Roland;Borbély;rborbely53@gmail.com;36895418275;Tatabánya;Akácfa utca 30;1960.12.20 0:00;2021.03.07 0:00;2021.03.07 0:00;inaktív;15398;jelszo
54;Zsolt;Katona;zkatona54@gmail.com;36752557144;Kőszeg;Erkel Ferenc utca 61;1975.08.12 0:00;2019.09.21 0:00;2019.09.21 0:00;aktív;2096;jelszo
55;Réka;Gál;rgal55@gmail.com;36759837910;Komárom;Bartók Béla utca 46;1977.02.03 0:00;2025.03.15 0:00;2025.03.15 0:00;aktív;11572;jelszo
56;Attila;Jakab;ajakab56@gmail.com;36948946191;Tiszafüred;Kossuth tér 5;2002.08.09 0:00;2019.04.24 0:00;2019.04.24 0:00;inaktív;7629;jelszo
57;Virág;Kozma;vkozma57@gmail.com;36253358349;Szentgotthárd;Rákóczi tér 39;1969.07.31 0:00;2025.02.13 0:00;2025.02.13 0:00;aktív;350;jelszo
58;Viktória;Rácz;vracz58@gmail.com;36802688614;Hódmezővásárhely;Munkás utca 54;1983.10.29 0:00;2024.09.10 0:00;2024.09.10 0:00;aktív;6986;jelszo
59;József;Orosz;jorosz59@gmail.com;36221172324;Szeged;Tavasz utca 55;1962.05.01 0:00;2023.01.18 0:00;2023.01.18 0:00;aktív;1973;jelszo
60;Gergő;Tóth;gtoth60@gmail.com;36259804066;Gödöllő;Madách utca 5;1990.04.03 0:00;2024.07.25 0:00;2024.07.25 0:00;aktív;10881;jelszo
61;Arnold;Pintér;apinter61@gmail.com;36534512842;Mór;Petőfi utca 70;1982.12.19 0:00;2025.03.15 0:00;2025.03.15 0:00;aktív;3181;jelszo
62;Orsolya;Vörös;ovoros62@gmail.com;36837346278;Kiskunfélegyháza;Mátyás király utca 81;1998.04.29 0:00;2019.12.21 0:00;2019.12.21 0:00;inaktív;5295;jelszo
63;Balázs;Péter;bpeter63@gmail.com;36514187728;Kecskemét;Tavaszmező utca 25;1976.10.09 0:00;2024.05.28 0:00;2024.05.28 0:00;aktív;10838;jelszo
64;Mátyás;Jakab;mjakab64@gmail.com;36384943282;Nagymaros;Tavasz utca 32;1990.07.20 0:00;2025.02.12 0:00;2025.02.12 0:00;aktív;13173;jelszo
65;Mátyás;Veres;mveres65@gmail.com;36916011628;Makó;Alkotmány utca 84;1996.05.16 0:00;2023.06.02 0:00;2023.06.02 0:00;aktív;17473;jelszo
66;Balázs;Lukács;blukacs66@gmail.com;36509333074;Celldömölk;Széchenyi utca 16;2003.06.23 0:00;2024.10.27 0:00;2024.10.27 0:00;aktív;10060;jelszo
67;Zselyke;Balázs;zbalazs67@gmail.com;36228039266;Szeged;Hunyadi utca 96;1996.09.10 0:00;2024.11.13 0:00;2024.11.13 0:00;inaktív;8486;jelszo
68;Gergő;Sipos;gsipos68@gmail.com;36977689914;Marcali;Tavasz utca 61;1963.08.07 0:00;2021.06.09 0:00;2021.06.09 0:00;aktív;11924;jelszo
69;Dominik;Kis;dkis69@gmail.com;36341817927;Dunaújváros;Hársfa utca 7;1973.03.25 0:00;2024.11.16 0:00;2024.11.16 0:00;inaktív;15671;jelszo
70;Bence;Balog;bbalog70@gmail.com;36208402614;Dunakeszi;Árpád utca 98;1986.11.27 0:00;2019.04.18 0:00;2019.04.18 0:00;inaktív;6901;jelszo
71;Boglárka;Gulyás;bgulyas71@gmail.com;36368184223;Budakeszi;Hegyalja utca 17;1974.11.15 0:00;2023.07.11 0:00;2023.07.11 0:00;inaktív;19449;jelszo
72;Virág;Rácz;vracz72@gmail.com;36384264680;Kecskemét;Sport utca 69;1992.06.28 0:00;2021.03.03 0:00;2021.03.03 0:00;inaktív;2529;jelszo
73;Beáta;Bakos;bbakos73@gmail.com;36732338969;Marcali;Béke utca 17;1988.12.14 0:00;2019.09.08 0:00;2019.09.08 0:00;aktív;1935;jelszo
74;Máté;Hegedűs;mhegedus74@gmail.com;36506621568;Budakeszi;Hársfa utca 65;1995.03.15 0:00;2024.12.16 0:00;2024.12.16 0:00;aktív;10657;jelszo
75;Dóra;Orosz;dorosz75@gmail.com;36517125610;Kaba;Orgona utca 13;1987.07.20 0:00;2023.06.16 0:00;2023.06.16 0:00;aktív;13694;jelszo
76;Béla;Halász;bhalasz76@gmail.com;36927334900;Törökszentmiklós;Jázmin utca 23;1993.03.08 0:00;2024.05.01 0:00;2024.05.01 0:00;aktív;18467;jelszo
77;Zsófia;Papp;zpapp77@gmail.com;36235375296;Mohács;Jázmin utca 62;1962.08.26 0:00;2021.08.31 0:00;2021.08.31 0:00;aktív;9970;jelszo
78;József;Tamás;jtamas78@gmail.com;36395877417;Sárvár;Jókai utca 87;1991.04.28 0:00;2025.01.16 0:00;2025.01.16 0:00;aktív;18471;jelszo
79;Melinda;Kerekes;mkerekes79@gmail.com;36894151997;Gyula;Tavaszmező utca 92;1976.04.23 0:00;2024.06.11 0:00;2024.06.11 0:00;aktív;18389;jelszo
80;Kincső;Szilágyi;kszilagyi80@gmail.com;36542771104;Dabas;Jázmin utca 89;1978.10.08 0:00;2024.03.12 0:00;2024.03.12 0:00;aktív;17935;jelszo
81;Gergő;Székely;gszekely81@gmail.com;36457537323;Lőrinci;Bem utca 89;1968.09.25 0:00;2023.11.15 0:00;2023.11.15 0:00;aktív;11377;jelszo
82;Nikolett;Bíró;nbiro82@gmail.com;36747642968;Gárdony;Zrínyi utca 77;1976.10.11 0:00;2023.10.05 0:00;2023.10.05 0:00;aktív;13360;jelszo
83;Vivien;Orosz;vorosz83@gmail.com;36292000136;Nagykanizsa;Iskola utca 81;1966.07.10 0:00;2023.05.25 0:00;2023.05.25 0:00;inaktív;4224;jelszo
84;Boglárka;Kis;bkis84@gmail.com;36634490381;Budaörs;Bartók Béla utca 63;1991.12.22 0:00;2022.06.11 0:00;2022.06.11 0:00;inaktív;13932;jelszo
85;Tímea;Bodnár;tbodnar85@gmail.com;36989908415;Érd;Fő utca 4;1986.06.13 0:00;2017.07.09 0:00;2017.07.09 0:00;inaktív;790;jelszo
86;Tamás;Szilágyi;tszilagyi86@gmail.com;36206434552;Ózd;Rákóczi utca 50;1969.08.08 0:00;2024.08.14 0:00;2024.08.14 0:00;inaktív;14274;jelszo
87;Gábor;Fehér;gfeher87@gmail.com;36941335178;Siklós;Vasút utca 83;1976.10.18 0:00;2021.12.13 0:00;2021.12.13 0:00;aktív;16415;jelszo
88;Nikolett;Virág;nvirag88@gmail.com;36579230201;Makó;Bartók Béla utca 8;2003.04.06 0:00;2024.03.16 0:00;2024.03.16 0:00;aktív;2988;jelszo
89;Fanni;Bakos;fbakos89@gmail.com;36242233608;Gödöllő;Béke utca 35;1980.11.21 0:00;2019.09.08 0:00;2019.09.08 0:00;aktív;14761;jelszo
90;Lilla;Molnár;lmolnar90@gmail.com;36923364826;Gyál;Nyár utca 51;1971.11.08 0:00;2021.10.05 0:00;2021.10.05 0:00;aktív;18815;jelszo
91;Dániel;Fazekas;dfazekas91@gmail.com;36331646237;Szolnok;Béke utca 72;1989.03.22 0:00;2023.06.05 0:00;2023.06.05 0:00;aktív;7337;jelszo
92;Ádám;Farkas;afarkas92@gmail.com;36338811959;Füzesabony;Táncsics Mihály utca 1;1969.06.16 0:00;2020.09.22 0:00;2020.09.22 0:00;inaktív;1349;jelszo
93;Tibor;Lakatos;tlakatos93@gmail.com;36869901206;Csömör;Széchenyi utca 45;2003.08.25 0:00;2019.01.06 0:00;2019.01.06 0:00;aktív;2424;jelszo
94;László;Halász;lhalasz94@gmail.com;36964326129;Pilisvörösvár;Honvéd utca 67;1984.03.09 0:00;2023.12.11 0:00;2023.12.11 0:00;aktív;11715;jelszo
95;Bianka;Bíró;bbiro95@gmail.com;36565447455;Ajka;Bartók Béla utca 41;1965.02.22 0:00;2021.11.17 0:00;2021.11.17 0:00;inaktív;3903;jelszo
96;Fanni;Oláh;folah96@gmail.com;36239678440;Dabas;Táncsics Mihály utca 54;1962.01.24 0:00;2024.11.20 0:00;2024.11.20 0:00;aktív;2189;jelszo
97;Benedek;Balla;bballa97@gmail.com;36291363270;Mohács;Madách utca 47;1971.07.07 0:00;2025.02.23 0:00;2025.02.23 0:00;inaktív;11949;jelszo
98;Fanni;Faragó;ffarago98@gmail.com;36485917743;Érd;Kert utca 47;1961.11.21 0:00;2023.09.20 0:00;2023.09.20 0:00;inaktív;4268;jelszo
99;Dániel;Szalai;dszalai99@gmail.com;36609562124;Győr;Jókai utca 98;1975.04.25 0:00;2023.09.30 0:00;2023.09.30 0:00;inaktív;13418;jelszo
100;Réka;Papp;rpapp100@gmail.com;36862375760;Sárbogárd;Zrínyi utca 78;1988.03.23 0:00;2016.01.21 0:00;2016.01.21 0:00;aktív;16121;jelszo
101;Zsófia;Veres;zveres101@gmail.com;36586082683;Marcali;Madách utca 23;1993.12.08 0:00;2022.10.08 0:00;2022.10.08 0:00;aktív;19127;jelszo
102;Ottó;Varga;ovarga102@gmail.com;36679613345;Zalaegerszeg;Tavasz utca 29;1973.07.30 0:00;2023.06.10 0:00;2023.06.10 0:00;inaktív;9220;jelszo
103;Nikolett;Oláh;nolah103@gmail.com;36716356202;Szentgotthárd;Rét utca 81;1985.02.15 0:00;2023.12.04 0:00;2023.12.04 0:00;aktív;14552;jelszo
104;Dominik;Simon;dsimon104@gmail.com;36932810720;Hajdúszoboszló;Jókai utca 13;1984.03.23 0:00;2022.08.16 0:00;2022.08.16 0:00;aktív;18615;jelszo
105;Kristóf;Szilágyi;kszilagyi105@gmail.com;36224262570;Gyál;Nyár utca 73;1969.08.25 0:00;2023.09.16 0:00;2023.09.16 0:00;aktív;2763;jelszo
106;Béla;Márton;bmarton106@gmail.com;36927089540;Balatonfüred;Orgona utca 37;1961.08.06 0:00;2020.07.31 0:00;2020.07.31 0:00;inaktív;8741;jelszo
107;Barbara;Magyar;bmagyar107@gmail.com;36988269758;Bonyhád;Közép utca 12;2002.10.16 0:00;2022.03.07 0:00;2022.03.07 0:00;aktív;3454;jelszo
108;Szilvia;Kozma;skozma108@gmail.com;36502235621;Budakeszi;Virág utca 57;1970.04.19 0:00;2020.04.24 0:00;2020.04.24 0:00;inaktív;1408;jelszo
109;Ottó;Vincze;ovincze109@gmail.com;36806332120;Nagykanizsa;Új utca 87;1983.08.17 0:00;2022.08.10 0:00;2022.08.10 0:00;aktív;8760;jelszo
110;Gábor;Katona;gkatona110@gmail.com;36681521993;Bonyhád;Széchenyi utca 30;1992.10.10 0:00;2023.03.12 0:00;2023.03.12 0:00;aktív;4894;jelszo
111;Katalin;Fazekas;kfazekas111@gmail.com;36892686849;Balatonalmádi;Kossuth tér 38;1963.05.06 0:00;2021.12.16 0:00;2021.12.16 0:00;aktív;4556;jelszo
112;Natasa;Fábián;nfabian112@gmail.com;36691043812;Mosonmagyaróvár;Sport utca 81;1991.09.11 0:00;2021.12.29 0:00;2021.12.29 0:00;aktív;6189;jelszo
113;Izabella;Molnár;imolnar113@gmail.com;36317548521;Debrecen;Alkotmány utca 58;1964.03.15 0:00;2024.07.30 0:00;2024.07.30 0:00;aktív;18532;jelszo
114;Mátyás;Papp;mpapp114@gmail.com;36525359470;Orosháza;Madách utca 47;1993.04.20 0:00;2025.02.14 0:00;2025.02.14 0:00;inaktív;394;jelszo
115;Rita;Sárközi;rsarkozi115@gmail.com;36748829853;Eger;Fő utca 39;1977.03.23 0:00;2021.07.04 0:00;2021.07.04 0:00;inaktív;2587;jelszo
116;Dániel;Márton;dmarton116@gmail.com;36954467297;Kőszeg;Kert utca 85;1993.02.06 0:00;2024.11.26 0:00;2024.11.26 0:00;aktív;18276;jelszo
117;Péter;Deák;pdeak117@gmail.com;36988502645;Gárdony;Rákóczi utca 37;1964.11.15 0:00;2024.06.22 0:00;2024.06.22 0:00;inaktív;6838;jelszo
118;Bernadett;Lukács;blukacs118@gmail.com;36252383402;Kaposvár;Rét utca 22;2000.06.13 0:00;2024.10.27 0:00;2024.10.27 0:00;inaktív;4690;jelszo
119;Margit;Tóth;mtoth119@gmail.com;36216981232;Érd;Honvéd utca 31;1987.06.12 0:00;2023.03.05 0:00;2023.03.05 0:00;inaktív;1710;jelszo
120;Szonja;Márton;smarton120@gmail.com;36782659943;Nagykáta;Mátyás király utca 1;1987.11.15 0:00;2024.09.24 0:00;2024.09.24 0:00;inaktív;6792;jelszo
121;Szilvia;Bálint;sbalint121@gmail.com;36938952562;Sopron;Ady Endre utca 24;1961.04.19 0:00;2024.04.01 0:00;2024.04.01 0:00;aktív;4310;jelszo
122;Réka;Hegedüs;rhegedus122@gmail.com;36625418899;Siklós;Iskola utca 40;1967.12.28 0:00;2024.03.12 0:00;2024.03.12 0:00;aktív;7698;jelszo
123;Balázs;Hegedüs;bhegedus123@gmail.com;36496717428;Zirc;Hegyalja utca 59;1969.10.01 0:00;2018.06.28 0:00;2018.06.28 0:00;aktív;5671;jelszo
124;Noémi;Vincze;nvincze124@gmail.com;36862533596;Kunszentmiklós;Honvéd utca 65;1993.12.15 0:00;2022.09.01 0:00;2022.09.01 0:00;aktív;9465;jelszo
125;Virág;Szűcs;vszucs125@gmail.com;36656449121;Balatonfüred;Virág utca 13;1999.09.12 0:00;2017.11.06 0:00;2017.11.06 0:00;aktív;4954;jelszo
126;Bianka;Székely;bszekely126@gmail.com;36878461677;Baja;Sport utca 44;1983.05.13 0:00;2021.08.09 0:00;2021.08.09 0:00;aktív;12077;jelszo
127;Bence;Lengyel;blengyel127@gmail.com;36483881397;Nagykőrös;Hunyadi utca 88;1971.12.12 0:00;2020.09.30 0:00;2020.09.30 0:00;aktív;12860;jelszo
128;Árpád;Novák;anovak128@gmail.com;36478841227;Jászapáti;Szabadság utca 18;1980.03.23 0:00;2024.09.04 0:00;2024.09.04 0:00;aktív;13142;jelszo
129;Fanni;Budai;fbudai129@gmail.com;36849922667;Szolnok;Sport utca 77;1968.03.19 0:00;2025.02.13 0:00;2025.02.13 0:00;inaktív;14296;jelszo
130;Judit;Hajdu;jhajdu130@gmail.com;36927210307;Nagymaros;Temető utca 93;1996.09.10 0:00;2025.01.24 0:00;2025.01.24 0:00;aktív;5439;jelszo
131;Laura;Fülöp;lfulop131@gmail.com;36612958439;Nagymaros;Templom utca 87;1990.05.30 0:00;2024.02.09 0:00;2024.02.09 0:00;aktív;19481;jelszo
132;Tamás;Vincze;tvincze132@gmail.com;36815361144;Hajdúszoboszló;Árpád utca 49;1997.06.25 0:00;2024.08.06 0:00;2024.08.06 0:00;aktív;8771;jelszo
133;Emese;Virág;evirag133@gmail.com;36427439571;Kaba;Orgona utca 61;1961.11.15 0:00;2021.12.16 0:00;2021.12.16 0:00;aktív;5340;jelszo
134;Arnold;Orsós;aorsos134@gmail.com;36686717642;Veszprém;Bem utca 89;1989.10.16 0:00;2023.05.27 0:00;2023.05.27 0:00;inaktív;1017;jelszo
135;Róbert;Boros;rboros135@gmail.com;36488750632;Vecsés;Szőlő utca 51;1990.11.03 0:00;2022.04.12 0:00;2022.04.12 0:00;inaktív;1382;jelszo
136;Ildikó;Király;ikiraly136@gmail.com;36565648619;Nagykőrös;Kossuth tér 74;2000.03.07 0:00;2024.04.27 0:00;2024.04.27 0:00;aktív;1601;jelszo
137;Arnold;Bíró;abiro137@gmail.com;36897857810;Karcag;Hársfa utca 28;1975.12.07 0:00;2022.06.23 0:00;2022.06.23 0:00;aktív;15436;jelszo
138;Ramóna;Budai;rbudai138@gmail.com;36949605210;Pilisszentiván;Vörösmarty utca 44;1973.12.10 0:00;2024.11.05 0:00;2024.11.05 0:00;aktív;12851;jelszo
139;Viktória;Illés;villes139@gmail.com;36232684900;Fót;Petőfi utca 78;1976.07.27 0:00;2024.11.18 0:00;2024.11.18 0:00;aktív;8555;jelszo
140;Mária;Márton;mmarton140@gmail.com;36474073315;Hajdúszoboszló;Szőlő utca 30;1968.07.03 0:00;2022.03.09 0:00;2022.03.09 0:00;aktív;16335;jelszo
141;Rita;Mezei;rmezei141@gmail.com;36413625369;Sümeg;Fő utca 50;1964.02.16 0:00;2021.11.29 0:00;2021.11.29 0:00;aktív;1311;jelszo
142;György;Tóth;gtoth142@gmail.com;36452496455;Esztergom;Rózsa utca 14;1984.09.19 0:00;2024.10.15 0:00;2024.10.15 0:00;aktív;16689;jelszo
143;Anikó;Kocsis;akocsis143@gmail.com;36934106368;Békéscsaba;Béke utca 14;1992.11.03 0:00;2024.12.03 0:00;2024.12.03 0:00;aktív;6054;jelszo
144;Mátyás;Deák;mdeak144@gmail.com;36817296543;Kőszeg;Kossuth utca 4;2000.06.23 0:00;2021.08.01 0:00;2021.08.01 0:00;inaktív;12006;jelszo
145;István;Fazekas;ifazekas145@gmail.com;36997147848;Szekszárd;Rákóczi tér 26;1983.08.20 0:00;2021.04.11 0:00;2021.04.11 0:00;aktív;13408;jelszo
146;Gergő;Székely;gszekely146@gmail.com;36338959213;Makó;Petőfi utca 38;1964.01.23 0:00;2024.11.04 0:00;2024.11.04 0:00;aktív;9446;jelszo
147;Ramóna;Gulyás;rgulyas147@gmail.com;36253710010;Lőrinci;Jázmin utca 88;1987.03.26 0:00;2023.01.14 0:00;2023.01.14 0:00;aktív;15156;jelszo
148;Zsuzsanna;Szabó;zszabo148@gmail.com;36775862219;Lenti;Új utca 94;1983.08.19 0:00;2023.10.03 0:00;2023.10.03 0:00;inaktív;14970;jelszo
149;Bianka;Hegedüs;bhegedus149@gmail.com;36752093014;Kiskunhalas;Temető utca 44;1965.10.07 0:00;2023.10.20 0:00;2023.10.20 0:00;inaktív;5305;jelszo
150;András;Bogdán;abogdan150@gmail.com;36689017658;Hajdúböszörmény;Erkel Ferenc utca 31;1978.06.17 0:00;2022.11.18 0:00;2022.11.18 0:00;aktív;733;jelszo
151;Erik;Major;emajor151@gmail.com;36472397871;Baja;Csokonai utca 36;1970.04.02 0:00;2024.10.18 0:00;2024.10.18 0:00;inaktív;17424;jelszo
152;Nina;Jónás;njonas152@gmail.com;36713111244;Komló;Közép utca 41;1978.03.03 0:00;2023.04.21 0:00;2023.04.21 0:00;aktív;7890;jelszo
153;Dóra;Pál;dpal153@gmail.com;36248129703;Kecskemét;Sport utca 2;2001.12.11 0:00;2024.06.03 0:00;2024.06.03 0:00;aktív;15139;jelszo
154;Nina;Máté;nmate154@gmail.com;36909978145;Szeged;Hunyadi utca 92;1964.10.16 0:00;2024.11.15 0:00;2024.11.15 0:00;aktív;14741;jelszo
